data_type,year,source_index,destination,value
refinery_location,20182019,18,,0.0
refinery_location,20182019,19,,0.0
refinery_location,20182019,20,,-0.0
refinery_location,20182019,21,,0.0
refinery_location,20182019,22,,0.0
refinery_location,20182019,23,,0.0
refinery_location,20182019,24,,0.0
refinery_location,20182019,25,,0.0
refinery_location,20182019,26,,0.0
refinery_location,20182019,27,,-0.0
refinery_location,20182019,28,,0.0
refinery_location,20182019,29,,0.0
refinery_location,20182019,30,,0.0
refinery_location,20182019,31,,0.0
refinery_location,20182019,32,,0.0
refinery_location,20182019,33,,0.0
refinery_location,20182019,34,,0.0
refinery_location,20182019,35,,-0.0
refinery_location,20182019,36,,-0.0
refinery_location,20182019,37,,1.0
refinery_location,20182019,38,,-0.0
refinery_location,20182019,39,,0.0
refinery_location,20182019,40,,0.0
refinery_location,20182019,41,,0.0
refinery_location,20182019,42,,0.0
refinery_location,20182019,43,,0.0
refinery_location,20182019,44,,0.0
refinery_location,20182019,45,,0.0
refinery_location,20182019,46,,0.0
refinery_location,20182019,47,,0.0
refinery_location,20182019,48,,0.0
refinery_location,20182019,49,,0.0
refinery_location,20182019,50,,0.0
refinery_location,20182019,51,,0.0
refinery_location,20182019,52,,-0.0
refinery_location,20182019,53,,0.0
refinery_location,20182019,54,,-0.0
refinery_location,20182019,55,,-0.0
refinery_location,20182019,56,,-0.0
refinery_location,20182019,57,,-0.0
refinery_location,20182019,58,,1.0
refinery_location,20182019,59,,0.0
refinery_location,20182019,60,,-0.0
refinery_location,20182019,61,,0.0
refinery_location,20182019,62,,0.0
refinery_location,20182019,63,,0.0
refinery_location,20182019,64,,0.0
refinery_location,20182019,65,,0.0
refinery_location,20182019,66,,0.0
refinery_location,20182019,67,,0.0
refinery_location,20182019,68,,0.0
refinery_location,20182019,69,,0.0
refinery_location,20182019,70,,0.0
refinery_location,20182019,71,,0.0
refinery_location,20182019,72,,0.0
refinery_location,20182019,73,,0.0
refinery_location,20182019,74,,1.0
refinery_location,20182019,75,,0.0
refinery_location,20182019,76,,0.0
refinery_location,20182019,77,,1.0
refinery_location,20182019,78,,0.0
refinery_location,20182019,79,,0.0
refinery_location,20182019,80,,0.0
refinery_location,20182019,81,,-0.0
refinery_location,20182019,82,,-0.0
refinery_location,20182019,83,,0.0
refinery_location,20182019,84,,0.0
refinery_location,20182019,85,,0.0
refinery_location,20182019,86,,0.0
refinery_location,20182019,87,,0.0
refinery_location,20182019,88,,0.0
refinery_location,20182019,89,,0.0
refinery_location,20182019,90,,0.0
refinery_location,20182019,91,,0.0
refinery_location,20182019,92,,0.0
refinery_location,20182019,93,,0.0
refinery_location,20182019,94,,0.0
refinery_location,20182019,95,,0.0
refinery_location,20182019,96,,-0.0
refinery_location,20182019,97,,-0.0
refinery_location,20182019,98,,0.0
refinery_location,20182019,99,,0.0
refinery_location,20182019,100,,0.0
biomass_forecast,2018,0,,"Index         0.000000
Latitude     24.668180
Longitude    71.331440
2010          8.475744
2011          8.868568
2012          9.202181
2013          6.023070
2014         10.788374
2015          6.647325
2016          7.387925
2017          5.180296
2018          7.483670
2019          5.837380
0                  NaN
Name: 0, dtype: float64"
biomass_forecast,2018,1,,"Index         1.000000
Latitude     24.668180
Longitude    71.411060
2010         24.029778
2011         28.551348
2012         25.866415
2013         21.634459
2014         34.419411
2015         27.361908
2016         40.431847
2017         42.126945
2018         47.519392
2019         -5.522590
0                  NaN
Name: 1, dtype: float64"
biomass_forecast,2018,2,,"Index         2.000000
Latitude     24.668180
Longitude    71.490690
2010         44.831635
2011         66.111168
2012         56.982258
2013         53.003735
2014         70.917908
2015         42.517117
2016         59.181629
2017         73.203232
2018         57.071377
2019         23.667258
0                  NaN
Name: 2, dtype: float64"
biomass_forecast,2018,3,,"Index          3.000000
Latitude      24.668180
Longitude     71.570310
2010          59.974419
2011          80.821304
2012          78.956543
2013          63.160561
2014          93.513924
2015          70.203171
2016          74.536720
2017         101.067352
2018          74.989417
2019          31.017123
0                   NaN
Name: 3, dtype: float64"
biomass_forecast,2018,4,,"Index         4.000000
Latitude     24.668180
Longitude    71.649940
2010         14.653370
2011         19.327524
2012         21.928144
2013         17.899586
2014         19.534035
2015         19.165791
2016         16.531315
2017         26.086885
2018         17.522164
2019          8.424259
0                  NaN
Name: 4, dtype: float64"
biomass_forecast,2018,5,,"Index         5.000000
Latitude     24.668180
Longitude    71.729560
2010         17.416639
2011         35.811001
2012         26.003826
2013         27.348482
2014         29.599268
2015         22.026114
2016         23.592617
2017         41.749001
2018         24.960396
2019         18.186188
0                  NaN
Name: 5, dtype: float64"
biomass_forecast,2018,6,,"Index         6.000000
Latitude     24.668180
Longitude    71.809190
2010         23.568657
2011         37.371216
2012         38.298550
2013         27.838022
2014         40.779961
2015         32.014874
2016         37.771797
2017         55.003929
2018         39.769998
2019         -4.166629
0                  NaN
Name: 6, dtype: float64"
biomass_forecast,2018,7,,"Index         7.000000
Latitude     24.668180
Longitude    71.888820
2010         48.345234
2011         91.215836
2012         91.906342
2013         41.121754
2014         57.266411
2015         60.263412
2016         72.291153
2017         29.411613
2018         70.312576
2019          8.852696
0                  NaN
Name: 7, dtype: float64"
biomass_forecast,2018,8,,"Index         8.000000
Latitude     24.668180
Longitude    71.968440
2010         58.784283
2011         50.206898
2012         60.707321
2013         37.598999
2014         59.462139
2015         38.788315
2016         31.312796
2017         37.497009
2018         33.427707
2019         15.329925
0                  NaN
Name: 8, dtype: float64"
biomass_forecast,2018,9,,"Index         9.000000
Latitude     24.668180
Longitude    72.048070
2010         67.907379
2011         68.375999
2012         87.026680
2013         54.602242
2014         78.118126
2015         44.796188
2016         36.008152
2017         52.549976
2018         39.996775
2019         22.120252
0                  NaN
Name: 9, dtype: float64"
biomass_forecast,2018,10,,"Index        10.000000
Latitude     24.668180
Longitude    72.127690
2010          8.916524
2011         16.679886
2012         21.618805
2013         13.550439
2014         15.403367
2015          7.133225
2016          7.732000
2017          9.861409
2018          8.017905
2019          1.993793
0                  NaN
Name: 10, dtype: float64"
biomass_forecast,2018,11,,"Index        11.000000
Latitude     24.668180
Longitude    72.207320
2010          3.416374
2011          2.891346
2012          3.826416
2013          3.098782
2014          6.333014
2015          4.840425
2016          4.729421
2017          7.909709
2018          4.306175
2019          2.896168
0                  NaN
Name: 11, dtype: float64"
biomass_forecast,2018,12,,"Index        12.000000
Latitude     24.668180
Longitude    72.286940
2010          2.298106
2011          2.165051
2012          1.780242
2013          2.644897
2014          5.368379
2015          4.423479
2016          4.019220
2017          7.005911
2018          3.495533
2019          2.052347
0                  NaN
Name: 12, dtype: float64"
biomass_forecast,2018,13,,"Index        13.000000
Latitude     24.668180
Longitude    72.366570
2010          0.405264
2011          0.146914
2012          0.168368
2013          0.251683
2014          0.180468
2015          0.131804
2016          0.170856
2017          0.177587
2018          0.195889
2019         -0.052611
0                  NaN
Name: 13, dtype: float64"
biomass_forecast,2018,14,,"Index        14.000000
Latitude     24.587580
Longitude    71.251810
2010          0.378064
2011          1.557208
2012          0.267738
2013          0.703204
2014          0.319150
2015          0.268468
2016          0.407948
2017          0.952279
2018          0.424612
2019          0.609925
0                  NaN
Name: 14, dtype: float64"
biomass_forecast,2018,15,,"Index        15.000000
Latitude     24.587580
Longitude    71.331440
2010         45.174110
2011         67.934845
2012         58.226315
2013         35.267220
2014         55.589840
2015         34.768570
2016         29.412724
2017         26.509066
2018         31.458012
2019          7.614439
0                  NaN
Name: 15, dtype: float64"
biomass_forecast,2018,16,,"Index         16.000000
Latitude      24.587580
Longitude     71.411060
2010          56.539742
2011          83.333382
2012          81.218788
2013          59.407043
2014          85.440163
2015          78.999176
2016          94.716049
2017          85.237656
2018         107.777763
2019         -13.401585
0                   NaN
Name: 16, dtype: float64"
biomass_forecast,2018,17,,"Index         17.000000
Latitude      24.587580
Longitude     71.490690
2010         139.388947
2011         161.756607
2012         149.984787
2013         132.148621
2014         205.142639
2015         130.579208
2016         128.607407
2017         153.976090
2018         132.086944
2019          43.472297
0                   NaN
Name: 17, dtype: float64"
biomass_forecast,2018,18,,"Index         18.000000
Latitude      24.587580
Longitude     71.570310
2010         140.025986
2011         143.676621
2012         105.671814
2013         105.944908
2014         175.587204
2015         114.893639
2016         119.686356
2017         167.433884
2018         123.685604
2019          56.035655
0                   NaN
Name: 18, dtype: float64"
biomass_forecast,2018,19,,"Index        19.000000
Latitude     24.587580
Longitude    71.649940
2010         51.762608
2011         91.464401
2012         90.009483
2013         58.497116
2014         83.193336
2015         64.630905
2016         60.418457
2017         89.419334
2018         64.306998
2019         32.338831
0                  NaN
Name: 19, dtype: float64"
biomass_forecast,2018,20,,"Index         20.000000
Latitude      24.587580
Longitude     71.729560
2010          61.177296
2011         133.011505
2012          81.568779
2013          79.951157
2014         116.428917
2015          78.079147
2016          82.893234
2017         127.060349
2018          87.005159
2019          59.493428
0                   NaN
Name: 20, dtype: float64"
biomass_forecast,2018,21,,"Index         21.000000
Latitude      24.587580
Longitude     71.809190
2010          84.544685
2011         124.847893
2012         101.586182
2013          89.922813
2014         140.854629
2015          96.987076
2016          90.877533
2017         126.283836
2018          96.437397
2019          43.828103
0                   NaN
Name: 21, dtype: float64"
biomass_forecast,2018,22,,"Index         22.000000
Latitude      24.587580
Longitude     71.888820
2010          99.173614
2011         159.491440
2012         106.477493
2013          91.885712
2014         130.869339
2015         106.966927
2016         116.899628
2017         101.823853
2018         116.024467
2019          19.392395
0                   NaN
Name: 22, dtype: float64"
biomass_forecast,2018,23,,"Index         23.000000
Latitude      24.587580
Longitude     71.968440
2010         150.232864
2011         181.624817
2012         151.196655
2013         113.543976
2014         160.263733
2015         107.762024
2016         109.992523
2017         111.148941
2018         127.194045
2019         -10.928569
0                   NaN
Name: 23, dtype: float64"
biomass_forecast,2018,24,,"Index         24.000000
Latitude      24.587580
Longitude     72.048070
2010         144.610519
2011         175.147552
2012         146.993362
2013         116.319305
2014         180.738464
2015         121.238525
2016          87.780251
2017         111.816162
2018          99.081061
2019          31.908168
0                   NaN
Name: 24, dtype: float64"
biomass_forecast,2018,25,,"Index        25.000000
Latitude     24.587580
Longitude    72.127690
2010         45.699669
2011         68.101349
2012         68.459488
2013         46.839901
2014         58.868286
2015         57.550209
2016         77.210495
2017         86.271019
2018         70.114978
2019         20.962540
0                  NaN
Name: 25, dtype: float64"
biomass_forecast,2018,26,,"Index        26.000000
Latitude     24.587580
Longitude    72.207320
2010         24.976904
2011         55.407978
2012         63.781166
2013         37.295940
2014         47.148422
2015         37.480827
2016         42.754986
2017         44.648521
2018         50.263130
2019         -5.737359
0                  NaN
Name: 26, dtype: float64"
biomass_forecast,2018,27,,"Index        27.000000
Latitude     24.587580
Longitude    72.286940
2010         19.923233
2011         43.962185
2012         30.960709
2013         28.957541
2014         42.316769
2015         34.808914
2016         27.095720
2017         41.319397
2018         31.049203
2019         17.089647
0                  NaN
Name: 27, dtype: float64"
biomass_forecast,2018,28,,"Index        28.000000
Latitude     24.587580
Longitude    72.366570
2010          6.596181
2011          9.022957
2012          3.975337
2013          4.651711
2014          5.451403
2015          4.558711
2016          3.248904
2017          4.003597
2018          3.769839
2019          1.473490
0                  NaN
Name: 28, dtype: float64"
biomass_forecast,2018,29,,"Index        29.000000
Latitude     24.506980
Longitude    71.251810
2010          0.148983
2011          0.442252
2012          0.175578
2013          0.224423
2014          0.201872
2015          0.198033
2016          0.316812
2017          0.241195
2018          0.258780
2019          0.145549
0                  NaN
Name: 29, dtype: float64"
biomass_forecast,2018,30,,"Index        30.000000
Latitude     24.506980
Longitude    71.331440
2010         33.448845
2011         35.713680
2012         32.151405
2013         26.319201
2014         40.711945
2015         27.709183
2016         25.035532
2017         29.898689
2018         26.064289
2019          7.855131
0                  NaN
Name: 30, dtype: float64"
biomass_forecast,2018,31,,"Index         31.000000
Latitude      24.506980
Longitude     71.411060
2010          65.621216
2011         122.101715
2012         129.081757
2013          68.217339
2014          98.816093
2015          84.300964
2016          87.564110
2017         100.901009
2018          99.649673
2019         -14.006955
0                   NaN
Name: 31, dtype: float64"
biomass_forecast,2018,32,,"Index         32.000000
Latitude      24.506980
Longitude     71.490690
2010         121.033234
2011         177.738617
2012         170.079651
2013         111.813431
2014         164.977264
2015         118.140984
2016         150.813324
2017         134.183136
2018         146.685540
2019          27.574104
0                   NaN
Name: 32, dtype: float64"
biomass_forecast,2018,33,,"Index         33.000000
Latitude      24.506980
Longitude     71.570310
2010         117.294601
2011         127.353867
2012         130.973663
2013         104.645004
2014         144.293060
2015         108.879837
2016         132.354019
2017         163.172058
2018         128.785542
2019          42.573851
0                   NaN
Name: 33, dtype: float64"
biomass_forecast,2018,34,,"Index         34.000000
Latitude      24.506980
Longitude     71.649940
2010         121.548531
2011         161.664505
2012         166.555160
2013         101.893608
2014         143.053207
2015          87.454659
2016         117.115372
2017         134.410141
2018         112.948524
2019          41.781010
0                   NaN
Name: 34, dtype: float64"
biomass_forecast,2018,35,,"Index         35.000000
Latitude      24.506980
Longitude     71.729560
2010         102.311371
2011         169.771042
2012         160.117645
2013          89.577148
2014         140.050858
2015          92.186699
2016          98.371178
2017         112.173935
2018         100.158304
2019          38.335637
0                   NaN
Name: 35, dtype: float64"
biomass_forecast,2018,36,,"Index         36.000000
Latitude      24.506980
Longitude     71.809190
2010         136.376160
2011         153.392029
2012         148.276291
2013         142.354172
2014         203.733734
2015         169.927414
2016         166.275314
2017         155.494629
2018         166.322253
2019           3.130086
0                   NaN
Name: 36, dtype: float64"
biomass_forecast,2018,37,,"Index         37.000000
Latitude      24.506980
Longitude     71.888820
2010         141.901138
2011         184.534943
2012         135.400940
2013         137.305511
2014         186.347488
2015         123.876312
2016         131.478867
2017         174.498520
2018         135.846584
2019          39.486915
0                   NaN
Name: 37, dtype: float64"
biomass_forecast,2018,38,,"Index         38.000000
Latitude      24.506980
Longitude     71.968440
2010          77.370735
2011         107.550575
2012          83.134995
2013          83.855209
2014         105.541718
2015          76.527863
2016         102.071938
2017         112.546516
2018          98.074997
2019          26.859350
0                   NaN
Name: 38, dtype: float64"
biomass_forecast,2018,39,,"Index        39.000000
Latitude     24.506980
Longitude    72.048070
2010         54.088692
2011         91.427704
2012         61.925983
2013         56.500458
2014         72.708351
2015         61.647205
2016         68.132172
2017         78.111702
2018         67.128544
2019         21.620835
0                  NaN
Name: 39, dtype: float64"
biomass_forecast,2018,40,,"Index        40.000000
Latitude     24.506980
Longitude    72.127690
2010         44.498261
2011         56.368584
2012         46.195698
2013         50.218037
2014         59.503574
2015         59.080837
2016         87.152481
2017         86.623283
2018         92.958513
2019        -16.226841
0                  NaN
Name: 40, dtype: float64"
biomass_forecast,2018,41,,"Index        41.000000
Latitude     24.506980
Longitude    72.207320
2010         53.135403
2011         91.973412
2012         91.342834
2013         64.264832
2014         76.464272
2015         66.408012
2016         98.955795
2017         92.129150
2018         91.946524
2019         17.934983
0                  NaN
Name: 41, dtype: float64"
biomass_forecast,2018,42,,"Index         42.000000
Latitude      24.506980
Longitude     72.286940
2010          75.980522
2011         136.432068
2012         104.890274
2013          69.304207
2014         101.329002
2015          79.233047
2016          89.460365
2017         109.493774
2018          88.896865
2019          36.011660
0                   NaN
Name: 42, dtype: float64"
biomass_forecast,2018,43,,"Index        43.000000
Latitude     24.506980
Longitude    72.366570
2010         30.847601
2011         52.831425
2012         24.829878
2013         25.387983
2014         30.574492
2015         22.687868
2016         18.383360
2017         30.972067
2018         22.935303
2019          7.635688
0                  NaN
Name: 43, dtype: float64"
biomass_forecast,2018,44,,"Index        44.000000
Latitude     24.506980
Longitude    72.446190
2010          1.716194
2011          2.047751
2012          1.921450
2013          1.577547
2014          2.048264
2015          1.503945
2016          1.929137
2017          4.792347
2018          1.817868
2019          2.003637
0                  NaN
Name: 44, dtype: float64"
biomass_forecast,2018,45,,"Index        45.000000
Latitude     24.506980
Longitude    72.605440
2010          0.400732
2011          0.065355
2012          0.041595
2013          0.592069
2014          0.059261
2015          0.102406
2016          0.109721
2017          0.709677
2018          0.214764
2019          0.297384
0                  NaN
Name: 45, dtype: float64"
biomass_forecast,2018,46,,"Index        46.000000
Latitude     24.506980
Longitude    72.685070
2010          1.185711
2011          0.290858
2012          0.163014
2013          1.161736
2014          0.208937
2015          0.528839
2016          0.536449
2017          0.413165
2018          0.526661
2019          0.431388
0                  NaN
Name: 46, dtype: float64"
biomass_forecast,2018,47,,"Index        47.000000
Latitude     24.426380
Longitude    71.331440
2010          9.411385
2011         24.292843
2012         35.667732
2013         13.533256
2014         14.890016
2015         16.255817
2016         21.133116
2017         14.091133
2018         19.924600
2019          5.396997
0                  NaN
Name: 47, dtype: float64"
biomass_forecast,2018,48,,"Index         48.000000
Latitude      24.426380
Longitude     71.411060
2010          53.486736
2011         117.702385
2012         151.556290
2013          73.118118
2014          72.216171
2015          66.251106
2016          79.662346
2017          98.309708
2018          80.325905
2019          26.337149
0                   NaN
Name: 48, dtype: float64"
biomass_forecast,2018,49,,"Index         49.000000
Latitude      24.426380
Longitude     71.490690
2010          67.845222
2011         120.084335
2012         113.400192
2013          87.975296
2014         103.748329
2015          82.305458
2016         121.544807
2017         127.014580
2018         141.612049
2019         -26.700991
0                   NaN
Name: 49, dtype: float64"
biomass_forecast,2018,50,,"Index         50.000000
Latitude      24.426380
Longitude     71.570310
2010          92.293411
2011         144.782990
2012         103.225365
2013          83.807762
2014         119.412460
2015          83.738861
2016         106.942490
2017         129.762390
2018         103.489916
2019          42.735857
0                   NaN
Name: 50, dtype: float64"
biomass_forecast,2018,51,,"Index         51.000000
Latitude      24.426380
Longitude     71.649940
2010         107.671616
2011         157.250534
2012         151.220642
2013          92.194359
2014         147.345383
2015          95.598190
2016          78.925148
2017         103.845764
2018          88.041277
2019          38.449191
0                   NaN
Name: 51, dtype: float64"
biomass_forecast,2018,52,,"Index         52.000000
Latitude      24.426380
Longitude     71.729560
2010          83.223221
2011         150.522598
2012         162.632065
2013          84.536285
2014         122.678825
2015         105.875740
2016         104.695396
2017         107.385529
2018         106.373539
2019          26.218109
0                   NaN
Name: 52, dtype: float64"
biomass_forecast,2018,53,,"Index         53.000000
Latitude      24.426380
Longitude     71.809190
2010          99.091324
2011         142.219757
2012         171.151794
2013         116.443382
2014         177.929199
2015         138.472061
2016         134.697342
2017         169.778366
2018         137.343028
2019          48.860058
0                   NaN
Name: 53, dtype: float64"
biomass_forecast,2018,54,,"Index         54.000000
Latitude      24.426380
Longitude     71.888820
2010         127.364166
2011         202.571884
2012         162.405853
2013         114.930969
2014         180.779419
2015         119.697250
2016         116.956726
2017         157.299408
2018         123.745478
2019          59.450776
0                   NaN
Name: 54, dtype: float64"
biomass_forecast,2018,55,,"Index         55.000000
Latitude      24.426380
Longitude     71.968440
2010         134.515976
2011         147.630981
2012         111.714554
2013         112.126144
2014         166.823822
2015         127.751991
2016         122.045212
2017         118.225197
2018         123.001489
2019          10.962291
0                   NaN
Name: 55, dtype: float64"
biomass_forecast,2018,56,,"Index         56.000000
Latitude      24.426380
Longitude     72.048070
2010         134.364975
2011         151.402573
2012         153.279526
2013         117.882340
2014         169.563431
2015         126.550636
2016         171.254532
2017         158.233688
2018         166.079782
2019          25.603488
0                   NaN
Name: 56, dtype: float64"
biomass_forecast,2018,57,,"Index         57.000000
Latitude      24.426380
Longitude     72.127690
2010          73.741028
2011         127.818146
2012         132.787537
2013          79.093674
2014          98.468460
2015          84.922844
2016         134.349625
2017         125.457359
2018         123.069874
2019          29.774107
0                   NaN
Name: 57, dtype: float64"
biomass_forecast,2018,58,,"Index         58.000000
Latitude      24.426380
Longitude     72.207320
2010          90.240494
2011         130.056610
2012         105.984421
2013          80.948410
2014         124.895248
2015         101.577469
2016         105.857887
2017         103.598267
2018         105.806387
2019          17.228082
0                   NaN
Name: 58, dtype: float64"
biomass_forecast,2018,59,,"Index         59.000000
Latitude      24.426380
Longitude     72.286940
2010          60.567722
2011          71.139336
2012          70.917519
2013          49.943073
2014          80.303139
2015          62.774143
2016          89.869423
2017          86.819839
2018         103.421005
2019          -4.301506
0                   NaN
Name: 59, dtype: float64"
biomass_forecast,2018,60,,"Index        60.000000
Latitude     24.426380
Longitude    72.366570
2010         57.376846
2011         80.091660
2012         66.688797
2013         49.998249
2014         85.705086
2015         61.823586
2016         68.561714
2017         82.800850
2018         68.076114
2019         25.493559
0                  NaN
Name: 60, dtype: float64"
biomass_forecast,2018,61,,"Index        61.000000
Latitude     24.426380
Longitude    72.446190
2010         11.395655
2011         11.053205
2012         11.500449
2013         10.943458
2014         18.057713
2015         17.903702
2016         20.193298
2017         15.028624
2018         22.769190
2019         -1.281209
0                  NaN
Name: 61, dtype: float64"
biomass_forecast,2018,62,,"Index        62.000000
Latitude     24.426380
Longitude    72.525820
2010          4.738158
2011         13.584759
2012          5.365434
2013          4.897317
2014          5.494884
2015          4.158436
2016          9.653676
2017         11.848012
2018          7.291442
2019          5.470501
0                  NaN
Name: 62, dtype: float64"
biomass_forecast,2018,63,,"Index        63.000000
Latitude     24.426380
Longitude    72.605440
2010         30.513189
2011         24.936897
2012         16.446161
2013         22.358244
2014         32.888824
2015         13.487140
2016         17.039869
2017         27.444057
2018         22.365912
2019         -4.663467
0                  NaN
Name: 63, dtype: float64"
biomass_forecast,2018,64,,"Index        64.000000
Latitude     24.426380
Longitude    72.685070
2010         13.231162
2011         12.372813
2012          8.351282
2013         13.309314
2014         11.644798
2015          6.786066
2016          7.286773
2017         10.789469
2018          7.576107
2019          1.084624
0                  NaN
Name: 64, dtype: float64"
biomass_forecast,2018,65,,"Index        65.000000
Latitude     24.426380
Longitude    73.003570
2010          2.702457
2011          2.517243
2012          2.162628
2013          2.643450
2014          2.354781
2015          5.998183
2016          5.554096
2017          7.666986
2018          4.361760
2019          1.904371
0                  NaN
Name: 65, dtype: float64"
biomass_forecast,2018,66,,"Index        66.000000
Latitude     24.426380
Longitude    73.083190
2010          6.119396
2011          5.490050
2012          4.758146
2013          5.326427
2014          5.659874
2015          7.116559
2016          6.310906
2017          8.807273
2018          6.653331
2019          2.187010
0                  NaN
Name: 66, dtype: float64"
biomass_forecast,2018,67,,"Index        67.000000
Latitude     24.426380
Longitude    73.162820
2010          0.386530
2011          0.374552
2012          0.382144
2013          0.341406
2014          0.429923
2015          0.409601
2016          0.384941
2017          0.482097
2018          0.389925
2019          0.093997
0                  NaN
Name: 67, dtype: float64"
biomass_forecast,2018,68,,"Index        68.000000
Latitude     24.345780
Longitude    71.251810
2010          0.134469
2011          0.098081
2012          0.045157
2013          0.267339
2014          0.046126
2015          0.210776
2016          0.202269
2017          0.015550
2018          0.170914
2019          0.072390
0                  NaN
Name: 68, dtype: float64"
biomass_forecast,2018,69,,"Index        69.000000
Latitude     24.345780
Longitude    71.331440
2010          4.911758
2011          7.292260
2012          7.420655
2013          5.711230
2014          6.373944
2015          7.979342
2016         10.074734
2017          5.716173
2018         11.135366
2019         -0.423416
0                  NaN
Name: 69, dtype: float64"
biomass_forecast,2018,70,,"Index         70.000000
Latitude      24.345780
Longitude     71.411060
2010          92.461273
2011         105.176926
2012          93.653252
2013          77.468887
2014         115.183312
2015          96.922462
2016         107.564316
2017         107.674286
2018         106.162927
2019          12.978905
0                   NaN
Name: 70, dtype: float64"
biomass_forecast,2018,71,,"Index         71.000000
Latitude      24.345780
Longitude     71.490690
2010          93.447136
2011         123.664993
2012         111.217293
2013          84.483231
2014         110.473671
2015          87.333130
2016         137.442932
2017         138.684204
2018         163.801349
2019         -21.511716
0                   NaN
Name: 71, dtype: float64"
biomass_forecast,2018,72,,"Index         72.000000
Latitude      24.345780
Longitude     71.570310
2010          84.331635
2011         139.604172
2012         129.447144
2013          79.211548
2014         102.046242
2015          83.870956
2016         111.004898
2017         141.056595
2018         106.207932
2019          42.876140
0                   NaN
Name: 72, dtype: float64"
